user_id,cant_minutos_llamada,cant_mensajes,cant_llamadas,first_name,last_name,age,city,reg_date,plan,churn_date,grupo_uso,grupo_edad
13089,22.14,4,3,Mariana,Lopez,56.0,,2024-04-25 19:48:17.824456112,Premium,,Bajo uso,Adulto
13090,6.8,3,1,Ana,Ramirez,43.0,,2024-04-26 02:22:35.738934736,Basico,,Bajo uso,Adulto
13091,23.46,6,5,Ana,Torres,21.0,MTY,2024-04-26 08:56:53.653413360,Basico,,Medio uso,Joven
13092,15.209999999999997,2,4,Mateo,Torres,72.0,CDMX,2024-04-26 15:31:11.567891984,Basico,,Bajo uso,Adulto Mayor
13093,10.190000000000001,4,3,Mateo,Lopez,62.0,,2024-04-26 22:05:29.482370592,Premium,"1,72809E+18",Bajo uso,Adulto Mayor
13094,10.25,12,3,Luis,Garcia,29.0,CDMX,2024-04-27 04:39:47.396849216,Premium,,Alto uso,Joven
13095,44.9,5,7,Carlos,Garcia,18.0,Medellín,2024-04-27 11:14:05.311327840,Premium,,Medio uso,Joven
13096,1.64,3,2,Luis,Torres,38.0,CDMX,2024-04-27 17:48:23.225806448,Basico,,Bajo uso,Adulto
13097,21.439999999999998,3,5,Sofia,Lopez,36.0,MTY,2024-04-28 00:22:41.140285072,Premium,,Medio uso,Adulto
13098,4.85,6,2,Ana,Garcia,38.0,Bogotá,2024-04-28 06:56:59.054763696,Premium,"1,72385E+18",Medio uso,Adulto
13099,19.999999999999996,2,5,Mariana,Lopez,69.0,CDMX,2024-04-28 13:31:16.969242320,Premium,,Medio uso,Adulto Mayor
13100,38.16,13,9,Ana,Lopez,35.0,,2024-04-28 20:05:34.883720928,Basico,,Alto uso,Adulto
13101,21.279999999999998,6,8,Ana,Torres,60.0,CDMX,2024-04-29 02:39:52.798199552,Premium,,Medio uso,Adulto Mayor
13102,41.43000000000001,4,7,Luis,Torres,69.0,,2024-04-29 09:14:10.712678176,Basico,,Medio uso,Adulto Mayor
13103,8.030000000000001,5,2,Mariana,Gomez,20.0,,2024-04-29 15:48:28.627156800,Premium,,Medio uso,Joven
13104,48.510000000000005,5,7,Mariana,Garcia,78.0,MTY,2024-04-29 22:22:46.541635408,Basico,,Medio uso,Adulto Mayor
13105,0.0,8,0,Mariana,Garcia,66.0,Medellín,2024-04-30 04:57:04.456114032,Basico,,Medio uso,Adulto Mayor
13106,26.549999999999997,5,5,Luis,Garcia,61.0,GDL,2024-04-30 11:31:22.370592656,Basico,,Medio uso,Adulto Mayor
13107,33.190000000000005,10,6,Ana,Ramirez,49.0,Cali,2024-04-30 18:05:40.285071264,Basico,,Alto uso,Adulto
13108,27.97,7,3,Luis,Lopez,27.0,Bogotá,2024-05-01 00:39:58.199549888,Basico,,Medio uso,Joven
13109,38.41,2,7,Mateo,Torres,57.0,MTY,2024-05-01 07:14:16.114028512,Basico,,Medio uso,Adulto
13110,24.240000000000002,2,7,Mateo,Garcia,32.0,Bogotá,2024-05-01 13:48:34.028507136,Basico,,Medio uso,Adulto
13111,33.269999999999996,6,6,Luis,Gomez,22.0,Medellín,2024-05-01 20:22:51.942985744,Premium,,Medio uso,Joven
13112,17.949999999999996,6,7,Mariana,Garcia,21.0,,2024-05-02 02:57:09.857464368,Basico,,Medio uso,Joven
13113,9.92,4,1,Ana,Lopez,75.0,CDMX,2024-05-02 09:31:27.771942992,Basico,,Bajo uso,Adulto Mayor
13114,19.659999999999997,4,3,Luis,Lopez,45.0,Bogotá,2024-05-02 16:05:45.686421616,Premium,,Bajo uso,Adulto
13115,40.75999999999999,4,8,Luis,Torres,70.0,GDL,2024-05-02 22:40:03.600900224,Basico,,Medio uso,Adulto Mayor
13116,20.830000000000002,6,3,Luis,Ramirez,69.0,Cali,2024-05-03 05:14:21.515378848,Basico,,Medio uso,Adulto Mayor
13117,25.36,7,7,Sofia,Torres,68.0,CDMX,2024-05-03 11:48:39.429857472,Basico,"1,72705E+18",Medio uso,Adulto Mayor
13118,12.190000000000001,6,4,Mateo,Garcia,70.0,Medellín,2024-05-03 18:22:57.344336096,Basico,"1,7286E+18",Medio uso,Adulto Mayor
13119,2.45,5,2,Mariana,Gomez,21.0,CDMX,2024-05-04 00:57:15.258814704,Basico,,Medio uso,Joven
13120,4.33,5,3,Carlos,Torres,32.0,Bogotá,2024-05-04 07:31:33.173293328,Basico,,Medio uso,Adulto
13121,21.990000000000002,4,4,Mariana,Ramirez,34.0,Cali,2024-05-04 14:05:51.087771952,Premium,,Bajo uso,Adulto
13122,30.320000000000004,3,10,Carlos,Torres,61.0,Cali,2024-05-04 20:40:09.002250560,Basico,,Alto uso,Adulto Mayor
13123,22.03,6,3,Sofia,Lopez,20.0,Cali,2024-05-05 03:14:26.916729184,Basico,,Medio uso,Joven
13124,9.62,5,4,Luis,Garcia,27.0,Bogotá,2024-05-05 09:48:44.831207808,Premium,,Medio uso,Joven
13125,5.0,4,2,Sofia,Garcia,64.0,,2024-05-05 16:23:02.745686432,Basico,,Bajo uso,Adulto Mayor
13126,67.32000000000001,6,5,Sofia,Garcia,59.0,Bogotá,2024-05-05 22:57:20.660165040,Basico,,Medio uso,Adulto
13127,31.5,4,5,Ana,Garcia,73.0,,2024-05-06 05:31:38.574643664,Premium,,Medio uso,Adulto Mayor
13128,22.0,4,3,Mateo,Garcia,40.0,Bogotá,2024-05-06 12:05:56.489122288,Basico,,Bajo uso,Adulto
13129,27.15,3,7,Carlos,Garcia,35.0,Bogotá,2024-05-06 18:40:14.403600912,Premium,"1,72999E+18",Medio uso,Adulto
13130,18.57,5,5,Luis,Gomez,18.0,GDL,2024-05-07 01:14:32.318079520,Basico,,Medio uso,Joven
13131,36.72,1,7,Carlos,Ramirez,52.0,Bogotá,2024-05-07 07:48:50.232558144,Premium,,Medio uso,Adulto
13132,21.24,6,4,Mariana,Garcia,70.0,CDMX,2024-05-07 14:23:08.147036768,Basico,,Medio uso,Adulto Mayor
13133,21.17,6,5,Carlos,Ramirez,75.0,,2024-05-07 20:57:26.061515376,Basico,,Medio uso,Adulto Mayor
13134,29.61,10,3,Mariana,Garcia,48.0,Medellín,2024-05-08 03:31:43.975994000,Premium,,Alto uso,Adulto
13135,18.52,1,6,Mateo,Torres,76.0,,2024-05-08 10:06:01.890472624,Premium,"1,7331E+18",Medio uso,Adulto Mayor
13136,3.5300000000000002,8,5,Mariana,Garcia,61.0,CDMX,2024-05-08 16:40:19.804951248,Premium,,Medio uso,Adulto Mayor
13137,17.37,7,1,Carlos,Lopez,18.0,GDL,2024-05-08 23:14:37.719429856,Basico,,Medio uso,Joven
13138,1.83,4,1,Carlos,Gomez,20.0,,2024-05-09 05:48:55.633908480,Premium,,Bajo uso,Joven
13139,34.92999999999999,10,8,Mariana,Torres,20.0,MTY,2024-05-09 12:23:13.548387104,Basico,,Alto uso,Joven
13140,26.32,11,4,Sofia,Torres,54.0,Bogotá,2024-05-09 18:57:31.462865728,Basico,,Alto uso,Adulto
13141,18.12,3,7,Mateo,Lopez,36.0,,2024-05-10 01:31:49.377344336,Basico,,Medio uso,Adulto
13142,6.38,1,3,Ana,Garcia,46.0,Bogotá,2024-05-10 08:06:07.291822960,Premium,"1,73249E+18",Bajo uso,Adulto
13143,32.19,7,2,Luis,Gomez,42.0,GDL,2024-05-10 14:40:25.206301584,Premium,,Medio uso,Adulto
13144,29.98,7,4,Carlos,Torres,50.0,,2024-05-10 21:14:43.120780192,Basico,,Medio uso,Adulto
13145,21.94,4,7,Luis,Gomez,53.0,CDMX,2024-05-11 03:49:01.035258816,Premium,,Medio uso,Adulto
13146,12.76,4,4,Ana,Torres,78.0,,2024-05-11 10:23:18.949737440,Premium,,Bajo uso,Adulto Mayor
13147,19.84,5,4,Luis,Garcia,46.0,CDMX,2024-05-11 16:57:36.864216064,Basico,,Medio uso,Adulto
13148,6.99,3,2,Ana,Torres,75.0,Medellín,2024-05-11 23:31:54.778694672,Basico,,Bajo uso,Adulto Mayor
13149,48.84,7,11,Mariana,Torres,43.0,CDMX,2024-05-12 06:06:12.693173296,Premium,"1,73007E+18",Alto uso,Adulto
13150,39.6,8,5,Sofia,Ramirez,21.0,Medellín,2024-05-12 12:40:30.607651920,Basico,,Medio uso,Joven
13151,19.53,7,5,Carlos,Garcia,66.0,CDMX,2024-05-12 19:14:48.522130544,Basico,,Medio uso,Adulto Mayor
13152,8.2,6,3,Ana,Lopez,31.0,Cali,2024-05-13 01:49:06.436609152,Basico,"1,7172E+18",Medio uso,Adulto
13153,14.379999999999999,4,5,Luis,Lopez,67.0,Bogotá,2024-05-13 08:23:24.351087776,Basico,,Medio uso,Adulto Mayor
13154,20.55,7,6,Carlos,Garcia,44.0,CDMX,2024-05-13 14:57:42.265566400,Basico,,Medio uso,Adulto
13155,27.22,5,5,Sofia,Lopez,50.0,Medellín,2024-05-13 21:32:00.180045008,Basico,,Medio uso,Adulto
13156,14.18,6,4,Mariana,Garcia,39.0,Bogotá,2024-05-14 04:06:18.094523632,Premium,,Medio uso,Adulto
13157,6.03,3,1,Carlos,Lopez,65.0,GDL,2024-05-14 10:40:36.009002256,Basico,,Bajo uso,Adulto Mayor
13158,8.07,4,3,Ana,Ramirez,20.0,CDMX,2024-05-14 17:14:53.923480880,Premium,,Bajo uso,Joven
13159,32.19,11,8,Sofia,Lopez,40.0,Bogotá,2024-05-14 23:49:11.837959488,Premium,,Alto uso,Adulto
13160,22.86,7,5,Luis,Torres,38.0,CDMX,2024-05-15 06:23:29.752438112,Premium,,Medio uso,Adulto
13161,9.489999999999998,4,5,Sofia,Garcia,58.0,CDMX,2024-05-15 12:57:47.666916736,Premium,,Medio uso,Adulto
13162,23.499999999999996,7,7,Sofia,Gomez,40.0,GDL,2024-05-15 19:32:05.581395360,Basico,"1,73102E+18",Medio uso,Adulto
13163,26.9,5,6,Mateo,Gomez,21.0,Medellín,2024-05-16 02:06:23.495873968,Basico,,Medio uso,Joven
13164,39.809999999999995,4,5,Sofia,Garcia,38.0,Bogotá,2024-05-16 08:40:41.410352592,Basico,,Medio uso,Adulto
13165,37.92,3,5,Sofia,Ramirez,54.0,CDMX,2024-05-16 15:14:59.324831216,Premium,,Medio uso,Adulto
13166,42.39,5,6,Carlos,Lopez,60.0,,2024-05-16 21:49:17.239309824,Premium,,Medio uso,Adulto Mayor
13167,20.5,5,4,Luis,Ramirez,48.0,,2024-05-17 04:23:35.153788448,Basico,,Medio uso,Adulto
13168,11.23,5,5,Carlos,Gomez,38.0,GDL,2024-05-17 10:57:53.068267072,Premium,,Medio uso,Adulto
13169,36.36,5,6,Carlos,Garcia,43.0,CDMX,2024-05-17 17:32:10.982745696,Basico,,Medio uso,Adulto
13170,32.21,3,4,Ana,Garcia,58.0,,2024-05-18 00:06:28.897224304,Basico,,Bajo uso,Adulto
13171,19.549999999999997,5,5,Carlos,Ramirez,75.0,Bogotá,2024-05-18 06:40:46.811702928,Premium,,Medio uso,Adulto Mayor
13172,29.1,6,7,Mateo,Ramirez,52.0,MTY,2024-05-18 13:15:04.726181552,Basico,,Medio uso,Adulto
13173,19.73,10,6,Mateo,Lopez,55.0,Bogotá,2024-05-18 19:49:22.640660176,Basico,,Alto uso,Adulto
13174,43.45,2,6,Ana,Torres,41.0,Cali,2024-05-19 02:23:40.555138784,Premium,,Medio uso,Adulto
13175,6.619999999999999,6,2,Mariana,Torres,28.0,CDMX,2024-05-19 08:57:58.469617408,Premium,,Medio uso,Joven
13176,17.41,4,6,Luis,Lopez,58.0,Cali,2024-05-19 15:32:16.384096032,Basico,"1,7172E+18",Medio uso,Adulto
13177,15.8,3,3,Luis,Torres,46.0,Medellín,2024-05-19 22:06:34.298574640,Basico,,Bajo uso,Adulto
13178,4.73,8,6,Carlos,Gomez,64.0,Bogotá,2024-05-20 04:40:52.213053264,Basico,,Medio uso,Adulto Mayor
13179,58.26,7,9,Carlos,Torres,72.0,,2024-05-20 11:15:10.127531888,Basico,,Medio uso,Adulto Mayor
13180,40.08,4,8,Mariana,Lopez,77.0,CDMX,2024-05-20 17:49:28.042010512,Premium,,Medio uso,Adulto Mayor
13181,37.059999999999995,6,5,Carlos,Torres,20.0,Bogotá,2024-05-21 00:23:45.956489120,Basico,"1,73007E+18",Medio uso,Joven
13182,31.12,0,4,Luis,Garcia,18.0,Bogotá,2024-05-21 06:58:03.870967744,Basico,,Bajo uso,Joven
13183,53.010000000000005,6,5,Sofia,Ramirez,69.0,Bogotá,2024-05-21 13:32:21.785446368,Basico,,Medio uso,Adulto Mayor
13184,76.69,8,11,Mateo,Gomez,78.0,GDL,2024-05-21 20:06:39.699924992,Premium,,Alto uso,Adulto Mayor
13185,14.55,3,3,Sofia,Garcia,71.0,MTY,2024-05-22 02:40:57.614403600,Basico,,Bajo uso,Adulto Mayor
13186,36.03,9,3,Sofia,Garcia,36.0,CDMX,2024-05-22 09:15:15.528882224,Basico,"1,72299E+18",Medio uso,Adulto
13187,138.41,3,5,Luis,Lopez,63.0,GDL,2024-05-22 15:49:33.443360848,Basico,"1,72981E+18",Medio uso,Adulto Mayor
13188,51.87,7,6,Sofia,Ramirez,66.0,GDL,2024-05-22 22:23:51.357839472,Basico,,Medio uso,Adulto Mayor
13189,11.88,8,1,Mariana,Ramirez,39.0,Medellín,2024-05-23 04:58:09.272318080,Basico,,Medio uso,Adulto
13190,12.12,6,6,Ana,Gomez,31.0,CDMX,2024-05-23 11:32:27.186796704,Basico,"1,72126E+18",Medio uso,Adulto
13191,25.009999999999998,4,6,Carlos,Lopez,66.0,Medellín,2024-05-23 18:06:45.101275328,Premium,,Medio uso,Adulto Mayor
13192,39.97,4,6,Ana,Gomez,74.0,GDL,2024-05-24 00:41:03.015753936,Premium,,Medio uso,Adulto Mayor
13193,23.19,2,4,Mateo,Torres,76.0,CDMX,2024-05-24 07:15:20.930232560,Premium,,Bajo uso,Adulto Mayor
13194,14.23,8,5,Carlos,Garcia,31.0,MTY,2024-05-24 13:49:38.844711184,Basico,,Medio uso,Adulto
13195,6.84,5,2,Sofia,Gomez,61.0,GDL,2024-05-24 20:23:56.759189808,Basico,,Medio uso,Adulto Mayor
13196,14.38,3,6,Mateo,Garcia,33.0,Bogotá,2024-05-25 02:58:14.673668416,Basico,,Medio uso,Adulto
13197,37.47,3,5,Carlos,Lopez,50.0,MTY,2024-05-25 09:32:32.588147040,Basico,,Medio uso,Adulto
13198,11.34,4,6,Mariana,Torres,30.0,,2024-05-25 16:06:50.502625664,Basico,,Medio uso,Adulto
13199,18.37,1,6,Mariana,Lopez,55.0,,2024-05-25 22:41:08.417104288,Premium,"1,7337E+18",Medio uso,Adulto
13200,14.98,4,5,Mariana,Torres,66.0,Bogotá,2024-05-26 05:15:26.331582896,Basico,,Medio uso,Adulto Mayor
13201,8.49,9,5,Mariana,Torres,29.0,Cali,2024-05-26 11:49:44.246061520,Basico,,Medio uso,Joven
13202,19.84,5,4,Sofia,Garcia,72.0,CDMX,2024-05-26 18:24:02.160540144,Basico,,Medio uso,Adulto Mayor
13203,11.51,1,6,Ana,Lopez,68.0,Bogotá,2024-05-27 00:58:20.075018752,Basico,,Medio uso,Adulto Mayor
13204,24.13,6,4,Carlos,Lopez,55.0,Medellín,2024-05-27 07:32:37.989497376,Premium,,Medio uso,Adulto
13205,17.09,5,4,Sofia,Gomez,56.0,GDL,2024-05-27 14:06:55.903976000,Basico,,Medio uso,Adulto
13206,8.3,7,3,Mariana,Lopez,50.0,CDMX,2024-05-27 20:41:13.818454624,Premium,,Medio uso,Adulto
13207,19.41,4,4,Ana,Gomez,50.0,CDMX,2024-05-28 03:15:31.732933232,Basico,,Bajo uso,Adulto
13208,32.55,7,3,Mateo,Ramirez,46.0,Bogotá,2024-05-28 09:49:49.647411856,Premium,,Medio uso,Adulto
13209,15.54,5,4,Mateo,Ramirez,22.0,Bogotá,2024-05-28 16:24:07.561890480,Basico,,Medio uso,Joven
13210,4.97,8,1,Mateo,Ramirez,23.0,MTY,2024-05-28 22:58:25.476369104,Premium,,Medio uso,Joven
13211,32.940000000000005,7,6,Mariana,Lopez,48.0,Bogotá,2024-05-29 05:32:43.390847712,Basico,,Medio uso,Adulto
13212,20.95,3,3,Mateo,Lopez,33.0,Bogotá,2024-05-29 12:07:01.305326336,Basico,,Bajo uso,Adulto
13213,10.96,8,3,Luis,Gomez,48.0,Cali,2024-05-29 18:41:19.219804960,Basico,,Medio uso,Adulto
13214,20.71,5,2,Carlos,Torres,42.0,CDMX,2024-05-30 01:15:37.134283568,Basico,,Medio uso,Adulto
13215,2.8600000000000003,5,2,Carlos,Gomez,65.0,Cali,2024-05-30 07:49:55.048762192,Basico,,Medio uso,Adulto Mayor
13216,3.99,9,3,Mariana,Ramirez,63.0,Medellín,2024-05-30 14:24:12.963240816,Basico,,Medio uso,Adulto Mayor
13217,31.12,6,5,Luis,Gomez,50.0,Medellín,2024-05-30 20:58:30.877719440,Basico,"1,72117E+18",Medio uso,Adulto
13218,31.939999999999998,4,6,Sofia,Torres,30.0,Medellín,2024-05-31 03:32:48.792198048,Basico,,Medio uso,Adulto
13219,4.6899999999999995,5,4,Sofia,Lopez,69.0,Bogotá,2024-05-31 10:07:06.706676672,Premium,,Medio uso,Adulto Mayor
13220,45.93000000000001,7,4,Mateo,Gomez,27.0,GDL,2024-05-31 16:41:24.621155296,Basico,,Medio uso,Joven
13221,24.169999999999998,5,5,Ana,Ramirez,41.0,Bogotá,2024-05-31 23:15:42.535633920,Basico,,Medio uso,Adulto
13222,50.97,7,6,Sofia,Ramirez,27.0,,2024-06-01 05:50:00.450112528,Premium,,Medio uso,Joven
13223,21.17,8,3,Ana,Lopez,58.0,Bogotá,2024-06-01 12:24:18.364591152,Premium,,Medio uso,Adulto
13224,10.7,4,3,Carlos,Gomez,48.0,CDMX,2024-06-01 18:58:36.279069776,Premium,,Bajo uso,Adulto
13225,13.93,7,3,Ana,Torres,30.0,CDMX,2024-06-02 01:32:54.193548384,Premium,,Medio uso,Adulto
13226,2.42,6,2,Carlos,Lopez,20.0,,2024-06-02 08:07:12.108027008,Basico,,Medio uso,Joven
13227,38.57,5,4,Luis,Gomez,76.0,CDMX,2024-06-02 14:41:30.022505632,Premium,,Medio uso,Adulto Mayor
13228,8.78,3,3,Luis,Garcia,67.0,CDMX,2024-06-02 21:15:47.936984256,Basico,,Bajo uso,Adulto Mayor
13229,15.39,5,5,Mariana,Ramirez,69.0,MTY,2024-06-03 03:50:05.851462864,Basico,,Medio uso,Adulto Mayor
13230,39.2,5,4,Mariana,Torres,51.0,,2024-06-03 10:24:23.765941488,Premium,,Medio uso,Adulto
13231,14.53,6,4,Mateo,Torres,66.0,MTY,2024-06-03 16:58:41.680420112,Basico,,Medio uso,Adulto Mayor
13232,53.59,7,8,Sofia,Torres,45.0,Bogotá,2024-06-03 23:32:59.594898736,Basico,,Medio uso,Adulto
13233,54.35,5,5,Mateo,Ramirez,36.0,Medellín,2024-06-04 06:07:17.509377344,Basico,,Medio uso,Adulto
13234,4.5600000000000005,9,2,Carlos,Gomez,40.0,CDMX,2024-06-04 12:41:35.423855968,Basico,,Medio uso,Adulto
13235,26.700000000000003,8,5,Mateo,Lopez,62.0,,2024-06-04 19:15:53.338334592,Basico,,Medio uso,Adulto Mayor
13236,28.649999999999995,5,5,Ana,Gomez,49.0,Bogotá,2024-06-05 01:50:11.252813200,Basico,,Medio uso,Adulto
13237,58.7,5,7,Carlos,Lopez,30.0,Bogotá,2024-06-05 08:24:29.167291824,Basico,,Medio uso,Adulto
13238,27.909999999999997,7,6,Mariana,Torres,50.0,,2024-06-05 14:58:47.081770448,Basico,,Medio uso,Adulto
13239,21.57,10,3,Luis,Gomez,51.0,,2024-06-05 21:33:04.996249072,Basico,,Alto uso,Adulto
13240,13.370000000000001,5,2,Mariana,Torres,50.0,Bogotá,2024-06-06 04:07:22.910727680,Basico,,Medio uso,Adulto
13241,7.28,2,1,Sofia,Garcia,73.0,CDMX,2024-06-06 10:41:40.825206304,Premium,,Bajo uso,Adulto Mayor
13242,67.11,5,10,Carlos,Torres,22.0,Cali,2024-06-06 17:15:58.739684928,Basico,,Alto uso,Joven
13243,34.92,8,6,Carlos,Torres,73.0,Bogotá,2024-06-06 23:50:16.654163552,Premium,,Medio uso,Adulto Mayor
13244,8.34,4,2,Ana,Lopez,20.0,,2024-06-07 06:24:34.568642160,Basico,,Bajo uso,Joven
13245,7.2,7,2,Sofia,Garcia,78.0,,2024-06-07 12:58:52.483120784,Basico,"1,73292E+18",Medio uso,Adulto Mayor
13246,7.34,5,3,Luis,Torres,77.0,CDMX,2024-06-07 19:33:10.397599408,Basico,"1,71996E+18",Medio uso,Adulto Mayor
13247,50.24999999999999,7,7,Carlos,Torres,24.0,,2024-06-08 02:07:28.312078016,Basico,,Medio uso,Joven
13248,18.29,7,3,Carlos,Garcia,41.0,MTY,2024-06-08 08:41:46.226556640,Basico,,Medio uso,Adulto
13249,59.96999999999999,5,5,Ana,Garcia,47.0,Medellín,2024-06-08 15:16:04.141035264,Basico,,Medio uso,Adulto
13250,47.04,3,7,Mateo,Gomez,39.0,CDMX,2024-06-08 21:50:22.055513888,Basico,,Medio uso,Adulto
13251,20.94,2,7,Luis,Lopez,62.0,,2024-06-09 04:24:39.969992496,Basico,,Medio uso,Adulto Mayor
13252,47.77000000000001,3,8,Mariana,Garcia,78.0,Medellín,2024-06-09 10:58:57.884471120,Basico,,Medio uso,Adulto Mayor
13253,19.32,3,3,Sofia,Garcia,40.0,Medellín,2024-06-09 17:33:15.798949744,Premium,,Bajo uso,Adulto
13254,48.18000000000001,3,8,Carlos,Ramirez,47.0,,2024-06-10 00:07:33.713428368,Basico,,Medio uso,Adulto
13255,46.160000000000004,12,10,Carlos,Garcia,77.0,Bogotá,2024-06-10 06:41:51.627906976,Premium,,Alto uso,Adulto Mayor
13256,24.61,5,5,Mariana,Lopez,35.0,Bogotá,2024-06-10 13:16:09.542385600,Premium,,Medio uso,Adulto
13257,26.78,10,4,Luis,Torres,49.0,,2024-06-10 19:50:27.456864224,Basico,,Alto uso,Adulto
13258,19.43,7,3,Mateo,Torres,73.0,Medellín,2024-06-11 02:24:45.371342848,Premium,,Medio uso,Adulto Mayor
13259,21.25,3,3,Carlos,Torres,70.0,,2024-06-11 08:59:03.285821456,Premium,,Bajo uso,Adulto Mayor
13260,15.71,11,4,Luis,Torres,24.0,,2024-06-11 15:33:21.200300080,Basico,,Alto uso,Joven
13261,35.2,7,4,Mariana,Ramirez,50.0,MTY,2024-06-11 22:07:39.114778704,Premium,,Medio uso,Adulto
13262,14.26,8,4,Ana,Garcia,22.0,Bogotá,2024-06-12 04:41:57.029257312,Premium,,Medio uso,Joven
13263,19.85,2,2,Mateo,Torres,66.0,GDL,2024-06-12 11:16:14.943735936,Basico,,Bajo uso,Adulto Mayor
13264,11.41,3,1,Sofia,Gomez,45.0,Medellín,2024-06-12 17:50:32.858214560,Basico,,Bajo uso,Adulto
13265,147.53,5,6,Carlos,Torres,78.0,MTY,2024-06-13 00:24:50.772693184,Premium,,Medio uso,Adulto Mayor
13266,15.700000000000001,7,4,Luis,Garcia,25.0,Cali,2024-06-13 06:59:08.687171792,Premium,,Medio uso,Joven
13267,0.3,7,1,Ana,Torres,32.0,CDMX,2024-06-13 13:33:26.601650416,Basico,,Medio uso,Adulto
13268,27.52,9,4,Sofia,Ramirez,69.0,CDMX,2024-06-13 20:07:44.516129040,Basico,,Medio uso,Adulto Mayor
13269,10.71,4,3,Luis,Lopez,21.0,GDL,2024-06-14 02:42:02.430607664,Premium,,Bajo uso,Joven
13270,15.629999999999999,6,6,Luis,Lopez,51.0,CDMX,2024-06-14 09:16:20.345086272,Basico,"1,72515E+18",Medio uso,Adulto
13271,42.73,5,6,Sofia,Garcia,22.0,Medellín,2024-06-14 15:50:38.259564896,Premium,,Medio uso,Joven
13272,24.660000000000004,5,5,Ana,Lopez,50.0,CDMX,2024-06-14 22:24:56.174043520,Basico,,Medio uso,Adulto
13273,27.819999999999997,8,6,Mariana,Lopez,74.0,CDMX,2024-06-15 04:59:14.088522128,Basico,,Medio uso,Adulto Mayor
13274,30.380000000000003,9,4,Ana,Gomez,22.0,CDMX,2024-06-15 11:33:32.003000752,Basico,,Medio uso,Joven
13275,62.11000000000001,4,11,Mateo,Garcia,55.0,Cali,2024-06-15 18:07:49.917479376,Basico,,Alto uso,Adulto
13276,39.64,9,5,Carlos,Garcia,51.0,Cali,2024-06-16 00:42:07.831958000,Basico,,Medio uso,Adulto
13277,23.029999999999998,3,3,Sofia,Lopez,75.0,CDMX,2024-06-16 07:16:25.746436608,Basico,,Bajo uso,Adulto Mayor
13278,7.800000000000001,7,3,Mariana,Lopez,43.0,Medellín,2024-06-16 13:50:43.660915232,Basico,,Medio uso,Adulto
13279,0.43,4,1,Sofia,Lopez,18.0,Bogotá,2024-06-16 20:25:01.575393856,Basico,,Bajo uso,Joven
13280,34.11,4,9,Sofia,Ramirez,21.0,GDL,2024-06-17 02:59:19.489872480,Premium,,Medio uso,Joven
13281,2.01,6,2,Ana,Torres,56.0,Medellín,2024-06-17 09:33:37.404351088,Basico,,Medio uso,Adulto
13282,2.8,5,2,Carlos,Ramirez,71.0,CDMX,2024-06-17 16:07:55.318829712,Basico,,Medio uso,Adulto Mayor
13283,13.080000000000002,7,3,Mateo,Garcia,43.0,Cali,2024-06-17 22:42:13.233308336,Basico,,Medio uso,Adulto
13284,29.169999999999998,6,6,Luis,Gomez,50.0,CDMX,2024-06-18 05:16:31.147786944,Basico,"1,71945E+18",Medio uso,Adulto
13285,31.169999999999998,7,6,Luis,Torres,50.0,,2024-06-18 11:50:49.062265568,Premium,"1,72852E+18",Medio uso,Adulto
13286,32.23,5,6,Sofia,Gomez,25.0,CDMX,2024-06-18 18:25:06.976744192,Premium,,Medio uso,Joven
13287,4.9799999999999995,3,3,Carlos,Garcia,37.0,Bogotá,2024-06-19 00:59:24.891222816,Basico,"1,72126E+18",Bajo uso,Adulto
13288,6.53,3,6,Mariana,Garcia,33.0,,2024-06-19 07:33:42.805701424,Premium,,Medio uso,Adulto
13289,53.85,9,9,Ana,Gomez,38.0,CDMX,2024-06-19 14:08:00.720180048,Basico,,Medio uso,Adulto
13290,7.1899999999999995,9,2,Carlos,Gomez,62.0,Bogotá,2024-06-19 20:42:18.634658672,Basico,,Medio uso,Adulto Mayor
13291,21.240000000000002,5,5,Carlos,Gomez,72.0,MTY,2024-06-20 03:16:36.549137296,Basico,,Medio uso,Adulto Mayor
13292,17.49,2,1,Ana,Garcia,73.0,Bogotá,2024-06-20 09:50:54.463615904,Premium,,Bajo uso,Adulto Mayor
13293,48.60000000000001,6,7,Sofia,Lopez,47.0,GDL,2024-06-20 16:25:12.378094528,Basico,,Medio uso,Adulto
13294,9.09,4,2,Carlos,Gomez,43.0,CDMX,2024-06-20 22:59:30.292573152,Premium,,Bajo uso,Adulto
13295,4.57,6,2,Luis,Torres,40.0,Medellín,2024-06-21 05:33:48.207051760,Basico,,Medio uso,Adulto
13296,21.21,7,3,Ana,Garcia,35.0,Bogotá,2024-06-21 12:08:06.121530384,Basico,"1,71893E+18",Medio uso,Adulto
13297,70.21,7,8,Mariana,Ramirez,79.0,Medellín,2024-06-21 18:42:24.036009008,Premium,,Medio uso,Adulto Mayor
13298,130.23,10,2,Mateo,Ramirez,48.0,GDL,2024-06-22 01:16:41.950487632,Basico,,Alto uso,Adulto
13300,9.1,7,3,Ana,Lopez,59.0,Bogotá,2024-06-22 14:25:17.779444864,Premium,,Medio uso,Adulto
13301,24.220000000000002,13,5,Mateo,Gomez,29.0,Bogotá,2024-06-22 20:59:35.693923488,Premium,,Alto uso,Joven
13302,48.42000000000001,4,6,Mateo,Garcia,18.0,MTY,2024-06-23 03:33:53.608402112,Basico,,Medio uso,Joven
